logFC,AveExpr,t,P.Value,adj.P.Val,B,probe_id
1869.7536,1521.8249,3.32565159144148,0.00320345363599256,0.731082439222801,-4.59505799946459,233781_s_at
-3035.4497,2865.71225,-3.32258555731091,0.00322652057918679,0.731082439222801,-4.59505808558352,210440_s_at
-3817.9268,2990.4046,-3.32142657318039,0.00323528220348315,0.731082439222801,-4.59505811814491,242635_s_at
-2255.0389,1612.31845,-3.32111437315729,0.00323764632222032,0.731082439222801,-4.59505812691683,1563012_x_at
5199.2305,7534.82575,3.31942413481621,0.00325047486028412,0.731082439222801,-4.59505817441301,239135_at
2370.7094,1779.8056,3.31759885331024,0.00326438404073417,0.731082439222801,-4.59505822571411,221281_at
2543.3509,2082.84635,3.31720668226273,0.00326738006850972,0.731082439222801,-4.59505823673778,227125_at
-5152.4698,4064.4228,-3.31692227416555,0.00326955450900594,0.731082439222801,-4.59505824473262,224597_at
-2542.0176,2173.1163,-3.3168166874488,0.00327036213093456,0.731082439222801,-4.59505824770077,226498_at
18802.433,19961.6535,3.31422771742488,0.003290225895831,0.731082439222801,-4.59505832049044,213418_at
-2451.825,2490.7755,-3.31414735782438,0.00329084433097908,0.731082439222801,-4.59505832275011,231871_at
2939.0581,2669.99815,3.31296508174622,0.00329995606234773,0.731082439222801,-4.59505835599749,219146_at
3724.1935,3915.01135,3.31195277656706,0.0033077773902294,0.731082439222801,-4.59505838446852,204761_at
4958.5335,3479.59695,3.3095994666819,0.00332602960039992,0.731082439222801,-4.59505845066769,232829_at
-1980067,4739845.5,-3.30446161160518,0.00336622064458587,0.731082439222801,-4.59505859525707,AFFX-CreX-5_at
17970.158,16238.591,3.30376986168611,0.00337166792592848,0.731082439222801,-4.59505861473057,204820_s_at
-2823275,7227720.5,-3.30300319286138,0.00337771520870238,0.731082439222801,-4.59505863631487,AFFX-r2-P1-cre-3_at
7001.6962,6590.2602,3.30259323550736,0.00338095318297835,0.731082439222801,-4.59505864785729,222986_s_at
-2621.5564,2267.1825,-3.30233814524757,0.00338296949471182,0.731082439222801,-4.59505865503967,227277_at
-2516.7419,1745.83755,-3.2962098343832,0.00343176347439009,0.731808384906727,-4.59505882765045,210736_x_at
-2934.7846,1875.3787,-3.29577418295159,0.00343525815781768,0.731808384906727,-4.59505883992549,1560814_a_at
-3048.9032,2106.2857,-3.29428951914903,0.0034471938224739,0.731808384906727,-4.59505888176221,214998_at
-2667.1191,2880.23155,-3.28617716200106,0.00351312878136581,0.731808384906727,-4.59505911048219,226365_at
-2470.7944,1974.8075,-3.28585155362131,0.00351580072936085,0.731808384906727,-4.5950591196666,214646_at
-3010.893,3308.013,-3.28511949761013,0.00352181522624454,0.731808384906727,-4.59505914031686,221628_s_at
